,INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
300,1633,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
301,1634,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
302,1635,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
303,1636,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
304,1637,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
305,1638,Nng,1,n,GRA,N,1,19,1912,1,1,1,1,1,1,1,1,1
306,1639,XXlNng,2,n,GRA,N,1,19,1912,30,22,12,4,3,1,1,1,1
307,1640,NNl,1,n,GRA,N,1,19,1912,2,2,2,1,1,1,1,1,1
308,1643,NNl,1,n,GRA,N,8,82,820,2,2,2,1,1,1,1,1,1
309,1644,NNlNng,2,n,GRA,N,2,26,264,35,26,13,4,3,1,1,1,1
310,1645,NNlNng,2,N,LAT,N,2,26,264,35,26,13,4,3,1,1,1,1
311,1646,NNlNng,2,n,GRA,N,2,26,264,35,26,13,4,3,1,1,1,1
312,1649,Nng,1,n,GRA,N,2,29,292,1,1,1,1,1,1,1,1,1
313,1651,Nng,1,i,GRA,N?,1,19,199,1,1,1,1,1,1,1,1,1
314,1652,NngPpg,2,i,GRA,P?,2,26,263,38,29,15,4,3,1,1,1,1
315,1653,NngNng,2,i,GRA,N?,1,19,1912,37,28,15,4,3,1,1,1,1
316,1654,NngXxg,2,i,GRA,N?,1,19,1912,39,30,15,4,3,1,1,1,1
317,1655,Nng,1,n,GRA,N,2,21,210,1,1,1,1,1,1,1,1,1
318,1657,NngNngPpg,3,i,GRA,N?,2,26,263,91,72,40,14,8,5,3,2,2
319,1658,NNlNngPpgXxg,4,n,GRA,N,1,19,1912,45,35,18,5,4,2,2,2,2
320,1659,NNlNngPpg,3,n,GRA,N,1,19,1912,79,62,35,12,8,5,3,2,2
321,1660,IigNngNngNngNngPpg,6,n,GRA,N,8,82,820,97,78,43,15,9,6,4,3,3
322,1661,NngPpg,2,n,GRA,N,1,19,1912,38,29,15,4,3,1,1,1,1
323,1662,NngPpg,2,n,GRA,N,1,19,1912,38,29,15,4,3,1,1,1,1
324,1663,Nng,1,n,GRA,N,2,26,264,1,1,1,1,1,1,1,1,1
325,1664,Iig,1,i,GRA,I,2,24,242,8,7,4,1,1,1,1,1,1
326,1665,Iig,1,i,GRA,I,2,24,242,8,7,4,1,1,1,1,1,1
327,1667,IigNngPpg,3,n,GRA,N,2,21,2110,95,76,41,14,8,5,3,2,2
328,1668,IigNngPpg,3,n,GRA,N,2,21,2110,95,76,41,14,8,5,3,2,2
329,1669,IigNngPpg,3,n,GRA,N,2,21,2110,95,76,41,14,8,5,3,2,2
330,1670,IigNngPpgXxg,4,n,GRA,N,2,21,2110,42,33,16,5,4,2,2,2,2
331,1671,Nng,1,n,GRA,N,2,21,2110,1,1,1,1,1,1,1,1,1
332,1674,NngNng,2,n,GRA,N,2,23,2310,37,28,15,4,3,1,1,1,1
333,1675,IigNngNng,3,n,GRA,N,1,19,199,94,75,41,14,8,5,3,2,2
334,1676,IigNngNng,3,n,GRA,N,1,19,199,94,75,41,14,8,5,3,2,2
335,1678,IigIigXxg,3,x,GRA,NUM,2,24,242,71,55,31,10,7,5,3,2,2
336,1679,XXlIigIig,3,x,GRA,NUM,2,27,277,68,53,31,10,7,5,3,2,2
337,1680,Iig,1,i,GRA,I,2,26,266,8,7,4,1,1,1,1,1,1
338,1683,IigNng,2,i,GRA,I,1,19,1912,36,27,14,4,3,1,1,1,1
339,1684,NngNngNngNng,4,n,GRA,N,1,19,199,48,37,20,5,4,2,2,2,2
340,1685,IigNngNng,3,i,GRA,I,1,19,199,94,75,41,14,8,5,3,2,2
341,1686,IigXxg,2,i,GRA,NUM?,1,19,191,22,16,8,3,3,1,1,1,1
342,1687,IigNng,2,i,GRA,NUM?,1,19,1912,36,27,14,4,3,1,1,1,1
343,1688,IigNng,2,i,GRA,NUM?,1,19,1912,36,27,14,4,3,1,1,1,1
344,1710,IigNng,2,i,GRA,I,2,29,290,36,27,14,4,3,1,1,1,1
345,1712,NNl,1,N,LAT,N,2,210,2100,2,2,2,1,1,1,1,1,1
346,1721,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
347,1722,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
348,1726,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
349,1727,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
350,1728,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
351,1729,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
352,1730,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
353,1731,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
354,1732,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
355,1733,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
356,1734,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
357,1735,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
358,1736,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
359,1737,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
360,1738,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
361,1739,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
362,1740,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
363,1741,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
364,1742,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
365,1743,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
366,1744,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
367,1745,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
368,1746,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
369,1747,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
370,1748,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
371,1749,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
372,1750,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
373,1751,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
374,1752,Nng,1,n,GRA,N,4,414,4140,1,1,1,1,1,1,1,1,1
375,1753,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
376,1754,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
377,1755,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
378,1756,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
379,1757,XXlNng,2,X,LAT,NUM,4,414,4140,30,22,12,4,3,1,1,1,1
380,1758,NngXxg,2,n,GRA,N,4,414,4140,39,30,15,4,3,1,1,1,1
381,1764,NNlXXlNng,3,X,LAT,NUM,6,611,6110,84,66,37,12,8,5,3,2,2
382,1775,XXlNng,2,X,LAT,NUM,6,616,61626,30,22,12,4,3,1,1,1,1
383,1789,IIlNngNng,3,I,LAT,I,6,616,61610,80,63,35,12,8,5,3,2,2
384,1791,NngXxg,2,i,GRA,NUM?,6,616,61630,39,30,15,4,3,1,1,1,1
385,1795,IigXxg,2,i,GRA,NUM?,0,00,000,22,16,8,3,3,1,1,1,1
386,1796,IigNng,2,n,GRA,N,0,00,000,36,27,14,4,3,1,1,1,1
387,1803,NngPpg,2,n,GRA,N,0,00,000,38,29,15,4,3,1,1,1,1
388,1819,IIlPPl,2,I,LAT,P?,0,00,000,16,11,5,2,2,1,1,1,1
389,1826,NNlPPl,2,N,LAT,N,1,110,1107,20,15,7,2,2,1,1,1,1
390,1832,NNlNNl,2,N,LAT,N,1,17,1711,19,14,7,2,2,1,1,1,1
391,1839,NNlNNl,2,N,LAT,N,1,16,162,19,14,7,2,2,1,1,1,1
392,1841,NNlNNl,2,N,LAT,N,1,17,1711,19,14,7,2,2,1,1,1,1
393,1843,NNlNNlNNl,3,N,LAT,N,1,110,1104,61,48,28,9,6,4,3,2,2
394,1860,IIlNNlNNl,3,N,LAT,N,1,16,162,65,50,29,9,6,4,3,2,2
395,1879,IIlNNl,2,I,LAT,I,1,18,1810,18,13,6,2,2,1,1,1,1
396,1881,IIl,1,I,LAT,I,2,25,254,3,3,3,1,1,1,1,1,1
397,1888,PPlIig,2,P,LAT,P,1,16,160,28,20,10,3,3,1,1,1,1
398,1889,IIlIIlPPl,3,I,LAT,I,1,18,1819,67,52,30,9,6,4,3,2,2
399,1918,IIlNNl,2,I,LAT,N?,1,16,162,18,13,6,2,2,1,1,1,1
400,1922,IIlIIlNNlXXl,4,X,LAT,NUM,1,18,1819,49,38,21,6,5,3,2,2,2
401,1937,IIlNNl,2,I,LAT,N?,1,17,1711,18,13,6,2,2,1,1,1,1
402,1939,IIlNNl,2,I,LAT,I,1,18,182,18,13,6,2,2,1,1,1,1
403,1940,IIlNNlNNl,3,N,LAT,N,1,16,162,65,50,29,9,6,4,3,2,2
404,1945,IIlNNl,2,N,LAT,N,1,16,162,18,13,6,2,2,1,1,1,1
405,1952,IIlNNl,2,N,LAT,N,1,16,162,18,13,6,2,2,1,1,1,1
406,1954,IIlNNl,2,N,LAT,N,3,34,341,18,13,6,2,2,1,1,1,1
407,1955,IIlNNlNNl,3,I,LAT,N?,1,17,1711,65,50,29,9,6,4,3,2,2
408,1960,NNl,1,N,LAT,N,1,17,1719,2,2,2,1,1,1,1,1,1
409,1962,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
410,1967,NNlIigIig,3,i,GRA,I,3,34,340,76,59,34,12,8,5,3,2,2
411,1968,ΙΝ,2,N,LAT,N,1,18,180,5,5,3,1,1,1,1,1,1
412,1987,NNl,1,N,LAT,N,1,16,160,2,2,2,1,1,1,1,1,1
413,1991,NNlNngPpg,3,N,LAT,N,1,110,1104,79,62,35,12,8,5,3,2,2
414,1992,NNl,1,N,LAT,N,1,110,11011,2,2,2,1,1,1,1,1,1
415,1993,NNlXXl,2,X,LAT,NUM,1,18,1812,21,15,7,2,2,1,1,1,1
416,1997,NNl,1,N,LAT,N,1,111,1112,2,2,2,1,1,1,1,1,1
417,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719,54,41,23,7,5,3,2,2,2
418,2001,NNl,1,N,LAT,N,3,34,341,2,2,2,1,1,1,1,1,1
419,2002,NNl,1,N,LAT,N,3,34,341,2,2,2,1,1,1,1,1,1
420,2003,IIlNNl,2,I,LAT,NUM?,3,34,341,18,13,6,2,2,1,1,1,1
421,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104,51,38,21,6,5,3,2,2,2
422,2013,NNl,1,N,LAT,N,1,17,1715,2,2,2,1,1,1,1,1,1
423,2014,IIlNNl,2,N,LAT,N,1,17,1718,18,13,6,2,2,1,1,1,1
424,2016,NNl,1,N,LAT,N,1,18,180,2,2,2,1,1,1,1,1,1
425,2017,IIlNNlXXl,3,I,LAT,I,1,18,187,66,51,29,9,6,4,3,2,2
426,2021,NNlNNl,2,N,LAT,N,1,18,180,19,14,7,2,2,1,1,1,1
427,2023,NNl,1,N,LAT,N,1,18,1814,2,2,2,1,1,1,1,1,1
428,2024,NNl,1,N,LAT,N,1,17,1715,2,2,2,1,1,1,1,1,1
429,2037,IIlIIlNNl,3,N,LAT,N,extra moe0ia,extra moe0ia0,extra moe0ia00,64,49,29,9,6,4,3,2,2
430,2070,NNl,1,N,LAT,N,1,110,1104,2,2,2,1,1,1,1,1,1
431,2071,IIl,1,I,LAT,I,1,18,1815,3,3,3,1,1,1,1,1,1
432,2074,NNlXXl,2,X,LAT,NUM,2,25,253,21,15,7,2,2,1,1,1,1
433,2076,IIl,1,I,LAT,N?,1,18,1810,3,3,3,1,1,1,1,1,1
434,2082,NNlIig,2,I,LAT,N?,1,18,182,34,25,13,4,3,1,1,1,1
435,2084,IIlNNl,2,I,LAT,I,1,18,1810,18,13,6,2,2,1,1,1,1
436,2085,IIlNNl,2,I,LAT,N?,1,18,1810,18,13,6,2,2,1,1,1,1
437,2091,...IIl,2,...,\N,...,1,18,182,12,10,5,2,2,1,1,1,1
438,2101,IIl,1,I,LAT,I,1,16,160,3,3,3,1,1,1,1,1,1
439,2114,NNlNNl,2,N,LAT,N,3,34,340,19,14,7,2,2,1,1,1,1
440,2125,NNl,1,N,LAT,N,1,18,1818,2,2,2,1,1,1,1,1,1
441,2145,NNlNNl,2,N,LAT,N,1,18,180,19,14,7,2,2,1,1,1,1
442,2146,NNl,1,N,LAT,N,1,18,180,2,2,2,1,1,1,1,1,1
443,2147,NNl,1,N,LAT,N,1,18,180,2,2,2,1,1,1,1,1,1
444,2161,IigXxg,2,i,GRA,I,1,18,180,22,16,8,3,3,1,1,1,1
445,2163,IigNng,2,i,GRA,N?,1,18,180,36,27,14,4,3,1,1,1,1
446,2164,IigNng,2,i,GRA,N?,1,18,180,36,27,14,4,3,1,1,1,1
447,2165,NNlXXl,2,N,LAT,N,1,16,162,21,15,7,2,2,1,1,1,1
448,2171,NNl,1,N,LAT,N,1,17,1719,2,2,2,1,1,1,1,1,1
449,2177,XxgXxg,2,i,GRA,NUM?,1,18,180,26,19,9,3,3,1,1,1,1
450,2195,IIl,1,I,LAT,I,1,110,1108,3,3,3,1,1,1,1,1,1
451,2200,IIl,1,I,LAT,I,3,31,311,3,3,3,1,1,1,1,1,1
452,2210,XXl,1,X,LAT,NUM,1,18,1815,4,4,3,1,1,1,1,1,1
453,2218,CClIIl,2,I,LAT,I,2,21,219,13,10,5,2,2,1,1,1,1
454,2225,PPl,1,P,LAT,P,2,21,219,6,6,3,1,1,1,1,1,1
455,2229,NNl,1,N,LAT,N,2,21,216,2,2,2,1,1,1,1,1,1
456,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912,52,39,22,6,5,3,2,2,2
457,2248,NNlNNlPPl,3,N,LAT,N,1,19,1912,62,48,28,9,6,4,3,2,2
458,2250,PPlNng,2,n,GRA,N,1,18,180,31,22,12,4,3,1,1,1,1
459,2260,NNlNngNng,3,n,GRA,N,1,19,1913,78,61,35,12,8,5,3,2,2
460,2289,NNl,1,N,LAT,N,2,24,244,2,2,2,1,1,1,1,1,1
461,2292,IIlNNl,2,N,LAT,N,2,24,2413,18,13,6,2,2,1,1,1,1
462,2298,NNl,1,N,LAT,N,1,19,1911,2,2,2,1,1,1,1,1,1
463,2299,IIlNNl,2,I,LAT,I,1,19,1912,18,13,6,2,2,1,1,1,1
464,2300,NNl,1,N,LAT,N,1,19,1913,2,2,2,1,1,1,1,1,1
465,2301,NNlNNl,2,I,LAT,N?,1,19,193,19,14,7,2,2,1,1,1,1
466,2305,NNl,1,I,LAT,N?,1,19,1912,2,2,2,1,1,1,1,1,1
467,2312,IIlIIlNNl,3,N,LAT,N,1,19,1912,64,49,29,9,6,4,3,2,2
468,2319,IIl,1,I,LAT,I,1,19,198,3,3,3,1,1,1,1,1,1
469,2327,IIlNNl,2,I,LAT,I,1,19,199,18,13,6,2,2,1,1,1,1
470,2330,NNl,1,N,LAT,N,2,211,2111,2,2,2,1,1,1,1,1,1
471,2331,NNl,1,N,LAT,N,1,19,1912,2,2,2,1,1,1,1,1,1
472,2333,NNl,1,N,LAT,N,2,23,234,2,2,2,1,1,1,1,1,1
473,2334,NNl,1,I,LAT,N?,1,19,1912,2,2,2,1,1,1,1,1,1
474,2335,IIlNNl,2,I,LAT,N?,1,19,1912,18,13,6,2,2,1,1,1,1
475,2342,NNlNng,2,N,LAT,N,1,19,1912,35,26,13,4,3,1,1,1,1
476,2352,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
477,2357,Xxg,1,i,GRA,NUM?,1,19,198,9,8,4,1,1,1,1,1,1
478,2364,IIl,1,I,LAT,I,0,00,000,3,3,3,1,1,1,1,1,1
479,2375,XXl,1,X,LAT,NUM,1,19,196,4,4,3,1,1,1,1,1,1
480,2432,NNlNNl,2,N,LAT,N,4,40,400,19,14,7,2,2,1,1,1,1
481,2433,IIlNNl,2,N,LAT,N,4,40,400,18,13,6,2,2,1,1,1,1
482,2460,IIlXXl,2,I,LAT,NUM?,4,414,4140,14,11,5,2,2,1,1,1,1
483,2474,IIlNNlXxg,3,S,\N,S,4,417,4170,60,47,27,9,6,4,3,2,2
484,2478,NNl,1,N,LAT,N,4,415,4150,2,2,2,1,1,1,1,1,1
485,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280,75,58,33,11,7,5,3,2,2
486,2534,NNl,1,I,LAT,N?,6,616,61632,2,2,2,1,1,1,1,1,1
487,2544,XXlXxg,2,X,LAT,NUM,6,616,61635,25,18,9,3,3,1,1,1,1
488,2548,NNlIigNng,3,N,LAT,N,6,616,61630,77,60,34,12,8,5,3,2,2
489,2549,NNlNNl,2,N,LAT,N,6,616,61630,19,14,7,2,2,1,1,1,1
490,2550,NNlNNl,2,N,LAT,N,6,616,61630,19,14,7,2,2,1,1,1,1
491,2553,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
492,2554,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
493,2555,IIlNNl,2,I,LAT,I,6,616,61626,18,13,6,2,2,1,1,1,1
494,2562,IIlIIlNNlXXl,4,X,LAT,NUM,0,00,000,49,38,21,6,5,3,2,2,2
495,2572,NngXxg,2,n,GRA,N,0,00,000,39,30,15,4,3,1,1,1,1
496,2574,NngNng,2,i,GRA,N?,0,00,000,37,28,15,4,3,1,1,1,1
497,2675,Iig,1,i,GRA,I,2,28,286,8,7,4,1,1,1,1,1,1
498,2683,XXlNng,2,X,LAT,NUM,1,114,1145,30,22,12,4,3,1,1,1,1
499,2684,XXlXXl,2,X,LAT,NUM,1,114,1145,17,12,5,2,2,1,1,1,1
500,2685,IigIig,2,i,GRA,I,1,114,1145,23,17,8,3,3,1,1,1,1
501,2712,SSS,1,S,\N,S,1,114,1147,5,5,3,1,1,1,1,1,1
502,2758,NNlNng,2,N,LAT,N,1,120,1205,35,26,13,4,3,1,1,1,1
503,2767,Nng,1,n,GRA,N,1,117,1172,1,1,1,1,1,1,1,1,1
504,2799,IigNngXxg,3,n,GRA,N,7,716,7160,93,74,41,14,8,5,3,2,2
505,2808,NNlXXlXXl,3,I,LAT,NUM?,1,111,11117,82,65,36,12,8,5,3,2,2
506,2813,IigIig,2,i,GRA,I,1,112,1127,23,17,8,3,3,1,1,1,1
507,2857,PPl,1,P,LAT,P,1,121,1212,6,6,3,1,1,1,1,1,1
508,2858,Iig,1,i,GRA,I,1,121,1212,8,7,4,1,1,1,1,1,1
509,2859,NNlNng,2,n,GRA,N,1,121,1212,35,26,13,4,3,1,1,1,1
510,2860,NNlNNl,2,N,LAT,N,1,121,1212,19,14,7,2,2,1,1,1,1
511,2861,IigXxg,2,i,GRA,I,1,121,1212,22,16,8,3,3,1,1,1,1
512,2863,NNlNNlXXl,3,X,LAT,NUM,1,111,11116,63,48,28,9,6,4,3,2,2
513,2864,NNlPPl,2,P,LAT,P,1,111,11116,20,15,7,2,2,1,1,1,1
514,2867,XXlXXlIig,3,X,LAT,NUM,7,716,71617,74,57,32,11,7,5,3,2,2
515,2868,...XXlIigNngNng,5,...,\N,...,7,716,71617,99,80,45,17,10,7,4,3,3
516,2869,Iig,1,i,GRA,I,7,716,71617,8,7,4,1,1,1,1,1,1
517,2870,XXlXxg,2,X,LAT,NUM,7,716,71617,25,18,9,3,3,1,1,1,1
518,2873,IigXxg,2,i,GRA,I,7,716,71617,22,16,8,3,3,1,1,1,1
519,2888,IIlNNl,2,I,LAT,N?,0,00,000,18,13,6,2,2,1,1,1,1
520,2889,NngNng,2,n,GRA,N,1,112,1128,37,28,15,4,3,1,1,1,1
521,2890,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
522,2893,Nng,1,n,GRA,N,0,00,000,1,1,1,1,1,1,1,1,1
523,2898,Iig,1,i,GRA,I,0,00,000,8,7,4,1,1,1,1,1,1
524,2899,Nng,1,n,GRA,N,0,00,000,1,1,1,1,1,1,1,1,1
525,2900,Nng,1,n,GRA,N,0,00,000,1,1,1,1,1,1,1,1,1
526,2901,NngNng,2,i,GRA,N?,0,00,000,37,28,15,4,3,1,1,1,1
527,2902,IigIigNng,3,i,GRA,I,0,00,000,89,70,39,14,8,5,3,2,2
528,2905,...Nng,2,n,GRA,N,0,00,000,33,24,12,4,3,1,1,1,1
529,2906,IigNng,2,i,GRA,I,0,00,000,36,27,14,4,3,1,1,1,1
530,2909,NNlIig,2,N,LAT,N,0,00,000,34,25,13,4,3,1,1,1,1
531,2910,NNl,1,N,LAT,N,0,00,000,2,2,2,1,1,1,1,1,1
532,2911,Nng,1,n,GRA,N,0,00,000,1,1,1,1,1,1,1,1,1
533,2931,Xxg,1,x,GRA,NUM,0,00,000,9,8,4,1,1,1,1,1,1
