,INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
302,1635,Nng,1,n,GRA,N,1,19,1912,16,13,11,6,4,4,3,2,2
303,1636,Nng,1,n,GRA,N,1,19,1912,16,13,11,6,4,4,3,2,2
304,1637,Nng,1,n,GRA,N,1,19,1912,16,13,11,6,4,4,3,2,2
305,1638,Nng,1,n,GRA,N,1,19,1912,16,13,11,6,4,4,3,2,2
306,1639,XXlNng,2,n,GRA,N,1,19,1912,40,28,20,8,6,5,3,2,2
307,1640,NNl,1,n,GRA,N,1,19,1912,17,14,12,6,4,4,3,2,2
308,1643,NNl,1,n,GRA,N,8,82,820,17,14,12,6,4,4,3,2,2
309,1644,NNlNng,2,n,GRA,N,2,26,264,39,27,20,8,6,5,3,2,2
310,1645,NNlNng,2,N,LAT,N,2,26,264,39,27,20,8,6,5,3,2,2
311,1646,NNlNng,2,n,GRA,N,2,26,264,39,27,20,8,6,5,3,2,2
312,1649,Nng,1,n,GRA,N,2,29,292,16,13,11,6,4,4,3,2,2
313,1651,Iig,1,i,GRA,N?,1,19,199,15,12,10,6,4,4,3,2,2
314,1652,IigIig,2,i,GRA,P?,2,26,263,49,35,24,10,6,5,3,2,2
315,1653,IigIig,2,i,GRA,N?,1,19,1912,49,35,24,10,6,5,3,2,2
316,1654,IigIig,2,i,GRA,N?,1,19,1912,49,35,24,10,6,5,3,2,2
317,1655,Nng,1,n,GRA,N,2,21,210,16,13,11,6,4,4,3,2,2
318,1657,IigIigNng,3,i,GRA,N?,2,26,263,84,63,37,17,10,8,4,3,2
319,1658,IIlIigIigNng,4,n,GRA,N,1,19,1912,54,39,25,11,7,6,4,3,2
320,1659,IIlIigNng,3,n,GRA,N,1,19,1912,83,62,37,17,10,8,4,3,2
321,1660,IigIigIigIigNngNng,6,n,GRA,N,8,82,820,90,69,42,21,13,10,6,4,3
322,1661,NngPpg,2,n,GRA,N,1,19,1912,37,25,18,8,6,5,3,2,2
323,1662,IigNng,2,n,GRA,N,1,19,1912,48,34,23,10,6,5,3,2,2
324,1663,Nng,1,n,GRA,N,2,26,264,16,13,11,6,4,4,3,2,2
325,1664,Iig,1,i,GRA,I,2,24,242,15,12,10,6,4,4,3,2,2
326,1665,Iig,1,i,GRA,I,2,24,242,15,12,10,6,4,4,3,2,2
327,1667,IigIigNng,3,n,GRA,N,2,21,2110,84,63,37,17,10,8,4,3,2
328,1668,IigIigNng,3,n,GRA,N,2,21,2110,84,63,37,17,10,8,4,3,2
329,1669,IigIigNng,3,n,GRA,N,2,21,2110,84,63,37,17,10,8,4,3,2
330,1670,IigIigIigNng,4,n,GRA,N,2,21,2110,53,38,25,11,7,6,4,3,2
331,1671,Nng,1,n,GRA,N,2,21,2110,16,13,11,6,4,4,3,2,2
332,1674,NngNng,2,n,GRA,N,2,23,2310,35,24,18,8,6,5,3,2,2
333,1675,IigNngNng,3,n,GRA,N,1,19,199,81,60,36,17,10,8,4,3,2
334,1676,IigNngNng,3,n,GRA,N,1,19,199,81,60,36,17,10,8,4,3,2
335,1678,IigIigXxg,3,x,GRA,NUM,2,24,242,76,55,34,16,10,8,4,3,2
336,1679,XXlIigIig,3,x,GRA,NUM,2,27,277,77,56,34,16,10,8,4,3,2
337,1680,Iig,1,i,GRA,I,2,26,266,15,12,10,6,4,4,3,2,2
338,1683,IigIig,2,i,GRA,I,1,19,1912,49,35,24,10,6,5,3,2,2
339,1684,IigIigNngNng,4,n,GRA,N,1,19,199,55,40,25,11,7,6,4,3,2
340,1685,IigIigIig,3,i,GRA,I,1,19,199,74,55,34,16,10,8,4,3,2
341,1686,IigIig,2,i,GRA,NUM?,1,19,191,49,35,24,10,6,5,3,2,2
342,1687,IigIig,2,i,GRA,NUM?,1,19,1912,49,35,24,10,6,5,3,2,2
343,1688,IigIig,2,i,GRA,NUM?,1,19,1912,49,35,24,10,6,5,3,2,2
344,1710,IigNng,2,i,GRA,I,2,29,290,48,34,23,10,6,5,3,2,2
345,1712,NNl,1,N,LAT,N,2,210,2100,17,14,12,6,4,4,3,2,2
346,1721,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
347,1722,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
348,1726,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
349,1727,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
350,1728,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
351,1729,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
352,1730,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
353,1731,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
354,1732,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
355,1733,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
356,1734,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
357,1735,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
358,1736,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
359,1737,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
360,1738,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
361,1739,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
362,1740,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
363,1741,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
364,1742,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
365,1743,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
366,1744,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
367,1745,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
368,1746,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
369,1747,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
370,1748,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
371,1749,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
372,1750,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
373,1751,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
374,1752,Nng,1,n,GRA,N,4,414,4140,16,13,11,6,4,4,3,2,2
375,1753,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
376,1754,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
377,1755,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
378,1756,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
379,1757,XXlNng,2,X,LAT,NUM,4,414,4140,40,28,20,8,6,5,3,2,2
380,1758,IigNng,2,n,GRA,N,4,414,4140,48,34,23,10,6,5,3,2,2
381,1764,NNlXXlIig,3,X,LAT,NUM,6,611,6110,66,48,31,14,8,7,4,3,2
382,1775,XXlNng,2,X,LAT,NUM,6,616,61626,40,28,20,8,6,5,3,2,2
383,1789,IIlIigIig,3,I,LAT,I,6,616,61610,80,59,35,16,10,8,4,3,2
384,1791,IigNng,2,i,GRA,NUM?,6,616,61630,48,34,23,10,6,5,3,2,2
385,1795,IigIig,2,i,GRA,NUM?,0,00,000,49,35,24,10,6,5,3,2,2
386,1796,IigNng,2,n,GRA,N,0,00,000,48,34,23,10,6,5,3,2,2
387,1803,IigNng,2,n,GRA,N,0,00,000,48,34,23,10,6,5,3,2,2
388,1819,IIlIIl,2,I,LAT,P?,0,00,000,25,19,14,7,5,5,3,2,2
389,1826,IIlNNl,2,N,LAT,N,1,110,1107,24,18,14,7,5,5,3,2,2
390,1832,IIlNNl,2,N,LAT,N,1,17,1711,24,18,14,7,5,5,3,2,2
391,1839,IIlNNl,2,N,LAT,N,1,16,162,24,18,14,7,5,5,3,2,2
392,1841,IIlNNl,2,N,LAT,N,1,17,1711,24,18,14,7,5,5,3,2,2
393,1843,IIlNNlNNl,3,N,LAT,N,1,110,1104,63,46,29,13,8,7,4,3,2
394,1860,IIlNNlNNl,3,N,LAT,N,1,16,162,63,46,29,13,8,7,4,3,2
395,1879,IIlNNl,2,I,LAT,I,1,18,1810,24,18,14,7,5,5,3,2,2
396,1881,IIl,1,I,LAT,I,2,25,254,14,11,9,6,4,4,3,2,2
397,1888,PPlIig,2,P,LAT,P,1,16,160,46,32,22,9,6,5,3,2,2
398,1889,IIlIIlPPl,3,I,LAT,I,1,18,1819,60,44,29,13,8,7,4,3,2
399,1918,IIlIIl,2,I,LAT,N?,1,16,162,25,19,14,7,5,5,3,2,2
400,1922,IIlIIlNNlXXl,4,X,LAT,NUM,1,18,1819,9,8,7,5,3,3,2,1,1
401,1937,IIlIIl,2,I,LAT,N?,1,17,1711,25,19,14,7,5,5,3,2,2
402,1939,IIlNNl,2,I,LAT,I,1,18,182,24,18,14,7,5,5,3,2,2
403,1940,IIlNNlNNl,3,N,LAT,N,1,16,162,63,46,29,13,8,7,4,3,2
404,1945,IIlNNl,2,N,LAT,N,1,16,162,24,18,14,7,5,5,3,2,2
405,1952,IIlNNl,2,N,LAT,N,1,16,162,24,18,14,7,5,5,3,2,2
406,1954,IIlNNl,2,N,LAT,N,3,34,341,24,18,14,7,5,5,3,2,2
407,1955,IIlIIlNNl,3,I,LAT,N?,1,17,1711,61,45,29,13,8,7,4,3,2
408,1960,NNl,1,N,LAT,N,1,17,1719,17,14,12,6,4,4,3,2,2
409,1962,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
410,1967,NNlIigIig,3,i,GRA,I,3,34,340,86,65,38,17,10,8,4,3,2
411,1968,ΙΝ,2,N,LAT,N,1,18,180,21,16,13,6,4,4,3,2,2
412,1987,NNl,1,N,LAT,N,1,16,160,17,14,12,6,4,4,3,2,2
413,1991,NNlIigNng,3,N,LAT,N,1,110,1104,85,64,38,17,10,8,4,3,2
414,1992,NNl,1,N,LAT,N,1,110,11011,17,14,12,6,4,4,3,2,2
415,1993,NNlXXl,2,X,LAT,NUM,1,18,1812,29,20,15,7,5,5,3,2,2
416,1997,NNl,1,N,LAT,N,1,111,1112,17,14,12,6,4,4,3,2,2
417,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719,6,6,5,3,2,2,2,1,1
418,2001,NNl,1,N,LAT,N,3,34,341,17,14,12,6,4,4,3,2,2
419,2002,NNl,1,N,LAT,N,3,34,341,17,14,12,6,4,4,3,2,2
420,2003,IIlIIl,2,I,LAT,NUM?,3,34,341,25,19,14,7,5,5,3,2,2
421,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104,10,8,7,5,3,3,2,1,1
422,2013,NNl,1,N,LAT,N,1,17,1715,17,14,12,6,4,4,3,2,2
423,2014,IIlNNl,2,N,LAT,N,1,17,1718,24,18,14,7,5,5,3,2,2
424,2016,NNl,1,N,LAT,N,1,18,180,17,14,12,6,4,4,3,2,2
425,2017,IIlIIlNNl,3,I,LAT,I,1,18,187,61,45,29,13,8,7,4,3,2
426,2021,NNlNNl,2,N,LAT,N,1,18,180,28,20,15,7,5,5,3,2,2
427,2023,NNl,1,N,LAT,N,1,18,1814,17,14,12,6,4,4,3,2,2
428,2024,NNl,1,N,LAT,N,1,17,1715,17,14,12,6,4,4,3,2,2
429,2037,IIlIIlNNl,3,N,LAT,N,extra moe0ia,extra moe0ia0,extra moe0ia00,61,45,29,13,8,7,4,3,2
430,2070,NNl,1,N,LAT,N,1,110,1104,17,14,12,6,4,4,3,2,2
431,2071,IIl,1,I,LAT,I,1,18,1815,14,11,9,6,4,4,3,2,2
432,2074,IIlXXl,2,X,LAT,NUM,2,25,253,26,19,14,7,5,5,3,2,2
433,2076,IIl,1,I,LAT,N?,1,18,1810,14,11,9,6,4,4,3,2,2
434,2082,IIlIig,2,I,LAT,N?,1,18,182,43,30,21,9,6,5,3,2,2
435,2084,IIlIIl,2,I,LAT,I,1,18,1810,25,19,14,7,5,5,3,2,2
436,2085,IIlIIl,2,I,LAT,N?,1,18,1810,25,19,14,7,5,5,3,2,2
437,2091,...IIl,2,...,\N,...,1,18,182,31,21,16,7,5,5,3,2,2
438,2101,IIl,1,I,LAT,I,1,16,160,14,11,9,6,4,4,3,2,2
439,2114,IIlNNl,2,N,LAT,N,3,34,340,24,18,14,7,5,5,3,2,2
440,2125,NNl,1,N,LAT,N,1,18,1818,17,14,12,6,4,4,3,2,2
441,2145,NNlNNl,2,N,LAT,N,1,18,180,28,20,15,7,5,5,3,2,2
442,2146,NNl,1,N,LAT,N,1,18,180,17,14,12,6,4,4,3,2,2
443,2147,NNl,1,N,LAT,N,1,18,180,17,14,12,6,4,4,3,2,2
444,2161,IIlIig,2,i,GRA,I,1,18,180,43,30,21,9,6,5,3,2,2
445,2163,IigIig,2,i,GRA,N?,1,18,180,49,35,24,10,6,5,3,2,2
446,2164,IigIig,2,i,GRA,N?,1,18,180,49,35,24,10,6,5,3,2,2
447,2165,NNlXXl,2,N,LAT,N,1,16,162,29,20,15,7,5,5,3,2,2
448,2171,NNl,1,N,LAT,N,1,17,1719,17,14,12,6,4,4,3,2,2
449,2177,IigIig,2,i,GRA,NUM?,1,18,180,49,35,24,10,6,5,3,2,2
450,2195,IIl,1,I,LAT,I,1,110,1108,14,11,9,6,4,4,3,2,2
451,2200,IIl,1,I,LAT,I,3,31,311,14,11,9,6,4,4,3,2,2
452,2210,XXl,1,X,LAT,NUM,1,18,1815,22,17,13,6,4,4,3,2,2
453,2218,CClIIl,2,I,LAT,I,2,21,219,32,21,16,7,5,5,3,2,2
454,2225,PPl,1,P,LAT,P,2,21,219,23,17,13,6,4,4,3,2,2
455,2229,NNl,1,N,LAT,N,2,21,216,17,14,12,6,4,4,3,2,2
456,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912,13,10,8,5,3,3,2,1,1
457,2248,IIlNNlNNl,3,N,LAT,N,1,19,1912,63,46,29,13,8,7,4,3,2
458,2250,PPlNng,2,n,GRA,N,1,18,180,41,28,20,8,6,5,3,2,2
459,2260,NNlNngNng,3,n,GRA,N,1,19,1913,72,53,33,15,9,8,4,3,2
460,2289,NNl,1,N,LAT,N,2,24,244,17,14,12,6,4,4,3,2,2
461,2292,IIlNNl,2,N,LAT,N,2,24,2413,24,18,14,7,5,5,3,2,2
462,2298,NNl,1,N,LAT,N,1,19,1911,17,14,12,6,4,4,3,2,2
463,2299,IIlNNl,2,I,LAT,I,1,19,1912,24,18,14,7,5,5,3,2,2
464,2300,NNl,1,N,LAT,N,1,19,1913,17,14,12,6,4,4,3,2,2
465,2301,IIlNNl,2,I,LAT,N?,1,19,193,24,18,14,7,5,5,3,2,2
466,2305,IIl,1,I,LAT,N?,1,19,1912,14,11,9,6,4,4,3,2,2
467,2312,IIlIIlNNl,3,N,LAT,N,1,19,1912,61,45,29,13,8,7,4,3,2
468,2319,IIl,1,I,LAT,I,1,19,198,14,11,9,6,4,4,3,2,2
469,2327,IIlIIl,2,I,LAT,I,1,19,199,25,19,14,7,5,5,3,2,2
470,2330,NNl,1,N,LAT,N,2,211,2111,17,14,12,6,4,4,3,2,2
471,2331,NNl,1,N,LAT,N,1,19,1912,17,14,12,6,4,4,3,2,2
472,2333,NNl,1,N,LAT,N,2,23,234,17,14,12,6,4,4,3,2,2
473,2334,IIl,1,I,LAT,N?,1,19,1912,14,11,9,6,4,4,3,2,2
474,2335,IIlIIl,2,I,LAT,N?,1,19,1912,25,19,14,7,5,5,3,2,2
475,2342,NNlIig,2,N,LAT,N,1,19,1912,44,31,22,9,6,5,3,2,2
476,2352,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
477,2357,Iig,1,i,GRA,NUM?,1,19,198,15,12,10,6,4,4,3,2,2
478,2364,IIl,1,I,LAT,I,0,00,000,14,11,9,6,4,4,3,2,2
479,2375,XXl,1,X,LAT,NUM,1,19,196,22,17,13,6,4,4,3,2,2
480,2432,NNlNNl,2,N,LAT,N,4,40,400,28,20,15,7,5,5,3,2,2
481,2433,IIlNNl,2,N,LAT,N,4,40,400,24,18,14,7,5,5,3,2,2
482,2460,IIlIIl,2,I,LAT,NUM?,4,414,4140,25,19,14,7,5,5,3,2,2
483,2474,IIlNNlIig,3,S,\N,S,4,417,4170,64,47,30,14,8,7,4,3,2
484,2478,NNl,1,N,LAT,N,4,415,4150,17,14,12,6,4,4,3,2,2
485,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280,57,42,27,12,8,7,4,3,2
486,2534,IIl,1,I,LAT,N?,6,616,61632,14,11,9,6,4,4,3,2,2
487,2544,XXlIig,2,X,LAT,NUM,6,616,61635,45,32,22,9,6,5,3,2,2
488,2548,NNlIigNng,3,N,LAT,N,6,616,61630,85,64,38,17,10,8,4,3,2
489,2549,NNlNNl,2,N,LAT,N,6,616,61630,28,20,15,7,5,5,3,2,2
490,2550,NNlNNl,2,N,LAT,N,6,616,61630,28,20,15,7,5,5,3,2,2
491,2553,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
492,2554,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
493,2555,IIlNNl,2,I,LAT,I,6,616,61626,24,18,14,7,5,5,3,2,2
494,2562,IIlIIlNNlXXl,4,X,LAT,NUM,0,00,000,9,8,7,5,3,3,2,1,1
495,2572,NngXxg,2,n,GRA,N,0,00,000,36,25,18,8,6,5,3,2,2
496,2574,IigIig,2,i,GRA,N?,0,00,000,49,35,24,10,6,5,3,2,2
497,2675,Iig,1,i,GRA,I,2,28,286,15,12,10,6,4,4,3,2,2
498,2683,XXlNng,2,X,LAT,NUM,1,114,1145,40,28,20,8,6,5,3,2,2
499,2684,XXlXXl,2,X,LAT,NUM,1,114,1145,33,22,17,7,5,5,3,2,2
500,2685,IigIig,2,i,GRA,I,1,114,1145,49,35,24,10,6,5,3,2,2
501,2712,SSS,1,S,\N,S,1,114,1147,21,16,13,6,4,4,3,2,2
502,2758,NNlNng,2,N,LAT,N,1,120,1205,39,27,20,8,6,5,3,2,2
503,2767,Nng,1,n,GRA,N,1,117,1172,16,13,11,6,4,4,3,2,2
504,2799,IigIigNng,3,n,GRA,N,7,716,7160,84,63,37,17,10,8,4,3,2
505,2808,IIlNNlXXl,3,I,LAT,NUM?,1,111,11117,62,46,29,13,8,7,4,3,2
506,2813,IigIig,2,i,GRA,I,1,112,1127,49,35,24,10,6,5,3,2,2
507,2857,PPl,1,P,LAT,P,1,121,1212,23,17,13,6,4,4,3,2,2
508,2858,Iig,1,i,GRA,I,1,121,1212,15,12,10,6,4,4,3,2,2
509,2859,IIlNng,2,n,GRA,N,1,121,1212,38,26,19,8,6,5,3,2,2
510,2860,IIlNNl,2,N,LAT,N,1,121,1212,24,18,14,7,5,5,3,2,2
511,2861,IigXxg,2,i,GRA,I,1,121,1212,50,36,24,10,6,5,3,2,2
512,2863,NNlNNlXXl,3,X,LAT,NUM,1,111,11116,58,43,28,12,8,7,4,3,2
513,2864,NNlPPl,2,P,LAT,P,1,111,11116,30,20,15,7,5,5,3,2,2
514,2867,XXlXXlIig,3,X,LAT,NUM,7,716,71617,67,49,31,14,8,7,4,3,2
515,2868,...IIlIigNngNng,5,...,\N,...,7,716,71617,3,3,3,1,1,1,1,1,1
516,2869,Iig,1,i,GRA,I,7,716,71617,15,12,10,6,4,4,3,2,2
517,2870,XXlXxg,2,X,LAT,NUM,7,716,71617,34,23,17,7,5,5,3,2,2
518,2873,IigXxg,2,i,GRA,I,7,716,71617,50,36,24,10,6,5,3,2,2
519,2888,IIlIig,2,I,LAT,N?,0,00,000,43,30,21,9,6,5,3,2,2
520,2889,NngNng,2,n,GRA,N,1,112,1128,35,24,18,8,6,5,3,2,2
521,2890,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
522,2893,Nng,1,n,GRA,N,0,00,000,16,13,11,6,4,4,3,2,2
523,2898,Iig,1,i,GRA,I,0,00,000,15,12,10,6,4,4,3,2,2
524,2899,Nng,1,n,GRA,N,0,00,000,16,13,11,6,4,4,3,2,2
525,2900,Nng,1,n,GRA,N,0,00,000,16,13,11,6,4,4,3,2,2
526,2901,IigNng,2,i,GRA,N?,0,00,000,48,34,23,10,6,5,3,2,2
527,2902,IigIigIig,3,i,GRA,I,0,00,000,74,55,34,16,10,8,4,3,2
528,2905,...Nng,2,n,GRA,N,0,00,000,42,29,20,8,6,5,3,2,2
529,2906,IigIig,2,i,GRA,I,0,00,000,49,35,24,10,6,5,3,2,2
530,2909,NNlIig,2,N,LAT,N,0,00,000,44,31,22,9,6,5,3,2,2
531,2910,NNl,1,N,LAT,N,0,00,000,17,14,12,6,4,4,3,2,2
532,2911,Nng,1,n,GRA,N,0,00,000,16,13,11,6,4,4,3,2,2
533,2931,Xxg,1,x,GRA,NUM,0,00,000,19,15,13,6,4,4,3,2,2
