,INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA
500,2685,IigIig,2,i,GRA,I,1,114,1145
501,2712,SSS,1,S,\N,S,1,114,1147
502,2758,NNlNng,2,N,LAT,N,1,120,1205
503,2767,Nng,1,n,GRA,N,1,117,1172
504,2799,IigIigNng,3,n,GRA,N,7,716,7160
505,2808,IIlNNlXXl,3,I,LAT,NUM?,1,111,11117
506,2813,IigIig,2,i,GRA,I,1,112,1127
507,2857,PPl,1,P,LAT,P,1,121,1212
508,2858,Iig,1,i,GRA,I,1,121,1212
509,2859,IIlNng,2,n,GRA,N,1,121,1212
510,2860,IIlNNl,2,N,LAT,N,1,121,1212
511,2861,IigXxg,2,i,GRA,I,1,121,1212
512,2863,NNlNNlXXl,3,X,LAT,NUM,1,111,11116
513,2864,NNlPPl,2,P,LAT,P,1,111,11116
514,2867,XXlXXlIig,3,X,LAT,NUM,7,716,71617
515,2868,...IIlIigNngNng,5,...,\N,...,7,716,71617
516,2869,Iig,1,i,GRA,I,7,716,71617
517,2870,XXlXxg,2,X,LAT,NUM,7,716,71617
518,2873,IigXxg,2,i,GRA,I,7,716,71617
519,2888,IIlIig,2,I,LAT,N?,0,00,000
520,2889,NngNng,2,n,GRA,N,1,112,1128
521,2890,NNl,1,N,LAT,N,0,00,000
522,2893,Nng,1,n,GRA,N,0,00,000
523,2898,Iig,1,i,GRA,I,0,00,000
524,2899,Nng,1,n,GRA,N,0,00,000
525,2900,Nng,1,n,GRA,N,0,00,000
526,2901,IigNng,2,i,GRA,N?,0,00,000
527,2902,IigIigIig,3,i,GRA,I,0,00,000
528,2905,...Nng,2,n,GRA,N,0,00,000
529,2906,IigIig,2,i,GRA,I,0,00,000
530,2909,NNlIig,2,N,LAT,N,0,00,000
531,2910,NNl,1,N,LAT,N,0,00,000
532,2911,Nng,1,n,GRA,N,0,00,000
533,2931,Xxg,1,x,GRA,NUM,0,00,000
