,INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA
0,60,?NNlNNl,2,N,LAT,N,0,00,000
1,60,?NNlNNl,2,I,LAT,N?,0,00,000
2,91,IIlNNl,2,N,LAT,N,0,00,000
3,91,IIlNNl,2,I,LAT,I,0,00,000
4,105,NNl,1,N,LAT,N,0,00,000
5,111,NNl,1,N,LAT,N,0,00,000
6,122,NNl,1,N,LAT,N,0,00,000
7,131,NNl,1,N,LAT,N,0,00,000
8,135,IIl,1,I,LAT,I,0,00,000
9,141,IIlNNl,2,I,LAT,I,0,00,000
10,141,IIlNNl,2,N,LAT,N,0,00,000
11,171,...IIl,2,I,LAT,I,0,00,000
12,171,...IIl,2,I,LAT,I,0,00,000
13,211,CCl,1,C,LAT,C,0,00,000
14,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000
15,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,X,LAT,NUM,0,00,000
16,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,X,LAT,NUM,0,00,000
17,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,P,LAT,P,0,00,000
18,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,P,LAT,P,0,00,000
19,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,C,LAT,C,0,00,000
20,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,X,LAT,NUM,0,00,000
21,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,N,LAT,N,0,00,000
22,225,CClIIlIIlNNlPPlPPlXXlXXlXXl,9,I,LAT,I,0,00,000
23,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000
24,256,IIlNNlNNlXXl,4,X,LAT,NUM,0,00,000
25,256,IIlNNlNNlXXl,4,I,LAT,I,0,00,000
26,256,IIlNNlNNlXXl,4,N,LAT,N,0,00,000
27,270,?NNlPPlXXlXXl,4,N,LAT,N,0,00,000
28,270,?NNlPPlXXlXXl,4,I,LAT,NUM?,0,00,000
29,270,?NNlPPlXXlXXl,4,X,LAT,NUM,0,00,000
30,270,?NNlPPlXXlXXl,4,P,LAT,P,0,00,000
31,283,?PPl,1,I,LAT,P?,0,00,000
32,293,?NNlPPl,2,P,LAT,P,0,00,000
33,293,?NNlPPl,2,I,LAT,N?,0,00,000
34,296,NNlPPl,2,P,LAT,P,8,80,8015
35,296,NNlPPl,2,N,LAT,N,8,80,8015
36,360,?PPl,1,I,LAT,P?,0,00,000
37,431,IIl,1,I,LAT,I,6,614,61439
38,432,IIl,1,I,LAT,I,8,80,8015
39,433,?IIlNNlNNl,3,N,LAT,N,8,80,8015
40,433,?IIlNNlNNl,3,I,LAT,I,8,80,8015
41,433,?IIlNNlNNl,3,I,LAT,N?,8,80,8015
42,441,IIlNNl,2,N,LAT,N,7,77,775
43,441,IIlNNl,2,I,LAT,I,7,77,775
44,467,IIlNNlXXl,3,I,LAT,I,6,615,6151
45,467,IIlNNlXXl,3,N,LAT,N,6,615,6151
46,467,IIlNNlXXl,3,X,LAT,NUM,6,615,6151
47,476,IIlIIlNNl,3,N,LAT,N,6,615,61522
48,476,IIlIIlNNl,3,I,LAT,I,6,615,61522
49,476,IIlIIlNNl,3,I,LAT,I,6,615,61522
50,478,??NNlNNl,2,I,LAT,N?,6,613,61316
51,478,??NNlNNl,2,I,LAT,N?,6,613,61316
52,497,NNl,1,N,LAT,N,9,98,985
53,498,?NNlXXl,2,I,LAT,NUM?,0,00,000
54,498,?NNlXXl,2,N,LAT,N,0,00,000
55,499,NNl,1,N,LAT,N,9,98,986
56,505,NNl,1,N,LAT,N,6,613,61313
57,515,NNl,1,N,LAT,N,0,00,000
58,516,NNl,1,N,LAT,N,0,00,000
59,517,NNl,1,N,LAT,N,8,82,820
60,518,NNl,1,N,LAT,N,8,80,8016
61,519,NNl,1,N,LAT,N,9,96,968
62,524,NNlNNl,2,N,LAT,N,0,00,000
63,524,NNlNNl,2,N,LAT,N,0,00,000
64,530,NNl,1,N,LAT,N,0,00,000
65,541,NNl,1,N,LAT,N,6,613,61319
66,557,NNlNNl,2,N,LAT,N,0,00,000
67,557,NNlNNl,2,N,LAT,N,0,00,000
68,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000
69,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000
70,596,NNlXXlXXlXXlIigIigXxg,7,x,GRA,NUM,0,00,000
71,596,NNlXXlXXlXXlIigIigXxg,7,X,LAT,NUM,0,00,000
72,596,NNlXXlXXlXXlIigIigXxg,7,N,LAT,N,0,00,000
73,596,NNlXXlXXlXXlIigIigXxg,7,i,GRA,I,0,00,000
74,596,NNlXXlXXlXXlIigIigXxg,7,i,GRA,I,0,00,000
75,601,??NNlNngXxgXxg,4,n,GRA,N,0,00,000
76,601,??NNlNngXxgXxg,4,N,LAT,N,0,00,000
77,601,??NNlNngXxgXxg,4,i,GRA,NUM?,0,00,000
78,601,??NNlNngXxgXxg,4,i,GRA,NUM?,0,00,000
79,603,NNlXXl,2,I,LAT,NUM?,9,98,980
80,603,NNlXXl,2,I,LAT,N?,9,98,980
81,605,NNlIig,2,N,LAT,N,0,00,000
82,605,NNlIig,2,i,GRA,I,0,00,000
83,623,NNlNng,2,n,GRA,N,6,65,657
84,623,NNlNng,2,N,LAT,N,6,65,657
85,636,?NNl,1,I,LAT,N?,0,00,000
86,639,?NNl,1,I,LAT,N?,0,00,000
87,643,??NNlNNlXXlIig,4,I,LAT,N?,0,00,000
88,643,??NNlNNlXXlIig,4,I,LAT,N?,0,00,000
89,643,??NNlNNlXXlIig,4,X,LAT,NUM,0,00,000
90,643,??NNlNNlXXlIig,4,i,GRA,I,0,00,000
91,649,NNl,1,N,LAT,N,9,95,959
92,650,NNl,1,N,LAT,N,9,95,959
93,658,?XXl,1,I,LAT,NUM?,9,98,986
94,662,???NNlXXlXXlXxg,4,X,LAT,NUM,5,52,520
95,662,???NNlXXlXXlXxg,4,I,LAT,N?,5,52,520
96,662,???NNlXXlXXlXxg,4,I,LAT,NUM?,5,52,520
97,662,???NNlXXlXXlXxg,4,i,GRA,NUM?,5,52,520
98,663,NNl,1,N,LAT,N,9,98,986
99,664,?XXlXxg,2,X,LAT,NUM,0,00,000
100,664,?XXlXxg,2,i,GRA,NUM?,0,00,000
101,665,?XXlXxg,2,X,LAT,NUM,6,613,61316
102,665,?XXlXxg,2,i,GRA,NUM?,6,613,61316
103,666,XXlXxg,2,X,LAT,NUM,8,80,8024
104,666,XXlXxg,2,i,GRA,NUM?,8,80,8024
105,669,?NNl,1,I,LAT,N?,6,614,61438
106,673,?NNl,1,I,LAT,N?,6,614,61438
107,674,?NNl,1,I,LAT,N?,6,614,61438
108,675,?NNl,1,I,LAT,N?,6,614,61438
109,676,???NNlXXlXxg,3,I,LAT,N?,0,00,000
110,676,???NNlXXlXxg,3,I,LAT,NUM?,0,00,000
111,676,???NNlXXlXxg,3,i,GRA,NUM?,0,00,000
112,683,NNl,1,N,LAT,N,5,52,520
113,692,?NNlNNl,2,N,LAT,N,5,52,520
114,692,?NNlNNl,2,I,LAT,N?,5,52,520
115,696,IIl,1,I,LAT,I,8,80,8015
116,697,??IIlNNlXXl,3,I,LAT,N?,8,80,8015
117,697,??IIlNNlXXl,3,I,LAT,NUM?,8,80,8015
118,697,??IIlNNlXXl,3,I,LAT,I,8,80,8015
119,700,IIlXXl,2,I,LAT,I,8,80,8037
120,700,IIlXXl,2,X,LAT,NUM,8,80,8037
121,707,?NNl,1,I,LAT,N?,9,98,986
122,720,IIlNNl,2,N,LAT,N,0,00,000
123,720,IIlNNl,2,I,LAT,I,0,00,000
124,721,?NNl,1,I,LAT,N?,6,614,61438
125,726,NNlNNl,2,N,LAT,N,9,99,990
126,726,NNlNNl,2,N,LAT,N,9,99,990
127,728,IIl,1,I,LAT,I,9,97,974
128,732,IIlXXl,2,X,LAT,NUM,9,96,965
129,732,IIlXXl,2,I,LAT,I,9,96,965
130,734,?XXlXxg,2,X,LAT,NUM,8,80,8015
131,734,?XXlXxg,2,i,GRA,NUM?,8,80,8015
132,744,?NNlXXl,2,I,LAT,NUM?,5,52,520
133,744,?NNlXXl,2,N,LAT,N,5,52,520
134,752,NNlPPlNng,3,n,GRA,N,6,613,61316
135,752,NNlPPlNng,3,N,LAT,N,6,613,61316
136,752,NNlPPlNng,3,P,LAT,P,6,613,61316
137,753,IIlIIlNNl,3,N,LAT,N,9,97,9720
138,753,IIlIIlNNl,3,I,LAT,I,9,97,9720
139,753,IIlIIlNNl,3,I,LAT,I,9,97,9720
140,768,??NNlNNl,2,I,LAT,N?,8,80,8015
141,768,??NNlNNl,2,I,LAT,N?,8,80,8015
142,769,??NNlNNl,2,I,LAT,N?,8,80,8015
143,769,??NNlNNl,2,I,LAT,N?,8,80,8015
144,770,??NNlNNl,2,I,LAT,N?,5,52,520
145,770,??NNlNNl,2,I,LAT,N?,5,52,520
146,771,??NNlNNl,2,I,LAT,N?,5,52,520
147,771,??NNlNNl,2,I,LAT,N?,5,52,520
148,772,??NNlNNl,2,I,LAT,N?,9,92,9218
149,772,??NNlNNl,2,I,LAT,N?,9,92,9218
150,779,NNl,1,N,LAT,N,0,00,000
151,780,NNl,1,N,LAT,N,9,98,984
152,783,?NNl,1,I,LAT,N?,0,00,000
153,787,NNl,1,N,LAT,N,0,00,000
154,797,??NNlXXl,2,I,LAT,NUM?,0,00,000
155,797,??NNlXXl,2,I,LAT,N?,0,00,000
156,811,?IIlXXlIig,3,I,LAT,NUM?,8,80,8015
157,811,?IIlXXlIig,3,I,LAT,I,8,80,8015
158,811,?IIlXXlIig,3,i,GRA,I,8,80,8015
159,812,IIl,1,I,LAT,I,6,615,61520
160,826,??NNlXXl,2,I,LAT,NUM?,8,82,8221
161,826,??NNlXXl,2,I,LAT,N?,8,82,8221
162,838,?IIlIIlNNl,3,I,LAT,I,0,00,000
163,838,?IIlIIlNNl,3,I,LAT,I,0,00,000
164,838,?IIlIIlNNl,3,I,LAT,N?,0,00,000
165,842,IIlIIl,2,I,LAT,I,8,80,8015
166,842,IIlIIl,2,I,LAT,I,8,80,8015
167,869,IIl,1,I,LAT,I,6,614,61438
168,893,?NNl,1,I,LAT,N?,0,00,000
169,902,IIlNNl,2,I,LAT,I,0,00,000
170,902,IIlNNl,2,N,LAT,N,0,00,000
171,913,?XXl,1,I,LAT,NUM?,5,52,520
172,956,Nng,1,n,GRA,N,9,95,950
173,957,Iig,1,i,GRA,I,0,00,000
174,963,Nng,1,n,GRA,N,5,52,520
175,970,Nng,1,n,GRA,N,0,00,000
176,971,IigNng,2,n,GRA,N,5,52,521
177,971,IigNng,2,i,GRA,I,5,52,521
178,972,Iig,1,i,GRA,I,8,80,8015
179,973,Nng,1,n,GRA,N,0,00,000
180,974,Nng,1,n,GRA,N,6,613,61316
181,975,Nng,1,n,GRA,N,5,52,520
182,976,IigNng,2,n,GRA,N,5,52,520
183,976,IigNng,2,i,GRA,I,5,52,520
184,977,?NngPpg,2,n,GRA,N,6,613,61316
185,977,?NngPpg,2,i,GRA,P?,6,613,61316
186,978,?IigNngPpg,3,n,GRA,N,6,613,61316
187,978,?IigNngPpg,3,i,GRA,I,6,613,61316
188,978,?IigNngPpg,3,i,GRA,P?,6,613,61316
189,979,?IigNngPpg,3,n,GRA,N,6,613,61316
190,979,?IigNngPpg,3,i,GRA,P?,6,613,61316
191,979,?IigNngPpg,3,i,GRA,I,6,613,61316
